7504
(269567434, 269567435)
(1318758282, 1318758289)
(1224763640, 1224763644)
(1224763548, 1224763549)
(1183709447, 1183709452)
(1198839984, 1198829436)
(920225940, 920226183)
(1253610454, 1253610472)
(130215904, 130215903)
(413696422, 413696421)
(1199489284, 1199489280)
(1260537008, 276932140)
(324175283, 324175282)
(1318763446, 1318763426)
(445099564, 445099565)
(130212532, 130212533)
(1198969989, 1198969912)
(1315167933, 1315171095)
(663860626, 663860628)
(276937355, 276937357)
(1314216838, 275215108)
(1167767333, 1167767334)
(1224758694, 1224758752)
(324175465, 324175466)
(663694692, 663694741)
(705534957, 705533652)
(276938099, 276938100)
(1103672543, 1103672540)
(444041631, 444041638)
(428672186, 428672168)
(1198976574, 1198976572)
(1332814654, 1332815463)
(1027838657, 1027838593)
(1321499673, 1321499664)
(1318766676, 1076761141)
(1214165359, 1214165311)
(920226193, 920226179)
(1307807723, 1307807696)
(1318768830, 1318768864)
(1076810183, 413696097)
(1190257238, 1190257243)
(1027838448, 1027838336)
(1198839990, 1198839996)
(663689395, 663689397)
(1165917385, 663860591)
(567391469, 567391471)
(276938797, 276938799)
(1198744053, 1198744055)
(1027838502, 1027838455)
(1210089380, 1210089398)
(276936142, 276936143)
(1260536951, 1260536956)
(324175205, 324175204)
(1126327314, 1126327318)
(567391534, 567391535)
(276942126, 276942127)
(1318762323, 1318762344)
(1318743856, 1318743902)
(920225922, 920225995)
(1240664791, 1240664704)
(1197710106, 1197710125)
(324175600, 324175303)
(663694633, 663694634)
(276938114, 276938115)
(1318772717, 1318772754)
(1318769999, 1318770000)
(276938823, 276938824)
(1318772737, 1318772788)
(413696400, 413696397)
(1321499290, 1321499544)
(276937354, 276937355)
(1318762311, 1318762267)
(324175602, 324175601)
(276937646, 276937638)
(1318762287, 1318762337)
(1167767323, 1167767338)
(1213521608, 1213521725)
(444041587, 444041590)
(1316566983, 1316567005)
(1318768765, 1318768870)
(276937345, 276937346)
(1165955915, 1165955914)
(1318768772, 1318768805)
(324175468, 324175469)
(1318758364, 1318758345)
(1214165277, 1214165398)
(1027838815, 1027838356)
(920226162, 920226197)
(1318768778, 1318768808)
(1321505406, 1321505423)
(1318768851, 1318771270)
(1214165394, 1214165294)
(413696442, 413696444)
(671777417, 671777418)
(920226244, 920225986)
(473177799, 473177801)
(444058593, 444058594)
(1318772745, 1318772782)
(1325753207, 1325753247)
(276936134, 276936136)
(920225986, 920226112)
(324175224, 1253610421)
(314539802, 314539804)
(1193621341, 1185191969)
(1076804751, 1076804838)
(276939666, 276939667)
(1321505231, 1161008048)
(276938097, 276938098)
(130215987, 130215986)
(1318766713, 1318766687)
(1253610234, 1253610434)
(1326184513, 1326184509)
(444058659, 444058660)
(1161017302, 1161017301)
(130215978, 130215977)
(324175202, 324175201)
(1027838673, 1027838559)
(1325763110, 1325763128)
(276942135, 276942136)
(276938039, 276938040)
(1321499530, 1321499561)
(1213521502, 1213521478)
(1325762933, 1325763027)
(1213521404, 1199485188)
(276938101, 276938102)
(276939693, 276939694)
(1307752766, 1307752764)
(1321505302, 1321505421)
(130215959, 130215958)
(1321499526, 1321499562)
(1165931571, 1165931636)
(130214694, 130216015)
(276938817, 276938818)
(130215925, 130215924)
(1161008052, 1318772768)
(1325748153, 1325748360)
(130215931, 130215930)
(130215941, 130215940)
(1321505454, 1321505232)
