20063
(301415137, 546146.1558010778, 4601058.475980306)
(450543314, 545911.8177176947, 4601327.325240866)
(450543328, 545886.5142333554, 4601149.9783874275)
(450543331, 545890.9700989567, 4601152.138470348)
(450543333, 545894.1997064328, 4601145.208857664)
(450543336, 545875.0596635849, 4601275.164349814)
(450543340, 545878.0938544545, 4601178.480488348)
(450543342, 545915.7105938488, 4601156.204270155)
(450543344, 545948.1899631837, 4601260.830906599)
(774324556, 545912.5787265946, 4601330.905114196)
(774362808, 545396.4440747048, 4602204.611831108)
(914277393, 545876.602151888, 4601530.410719469)
(914277403, 545789.342967042, 4601868.305552005)
(914277408, 545741.3801166435, 4602110.169672682)
(914277414, 545825.8357567688, 4601687.954655404)
(914277415, 546151.0062390945, 4601122.679810581)
(914277422, 546046.0832777775, 4601214.425794262)
(914277426, 546193.2389172689, 4601111.581573465)
(914277431, 546164.8367213443, 4601101.151789006)
(914277436, 545733.4548749458, 4602143.67125997)
(914277440, 546184.0991545235, 4601115.530974109)
(914277443, 545856.0259070455, 4601578.387013279)
(914277450, 546173.3676213768, 4601114.129852311)
(914277452, 545987.7597150569, 4601312.677055665)
(914277463, 545805.9883440668, 4601786.630000721)
(914277472, 545831.9189175108, 4601657.106067829)
(914277478, 546167.208707742, 4601107.073552753)
(914326549, 545850.4348204789, 4601669.425660428)
(914327580, 545867.2424927194, 4601698.576996652)
(1226135817, 546064.945417872, 4601683.696031182)
(1226135832, 546093.2718948928, 4601710.823229594)
(1226135885, 546171.310051342, 4601086.482407719)
(1226135943, 545860.7847039991, 4601703.132319089)
(1226136076, 546222.7976379248, 4601684.8742080415)
(1226136183, 546098.9944655845, 4601702.61066361)
(1226136328, 545922.6641444193, 4601011.216046851)
(1226136375, 546074.2203483197, 4601714.5316741625)
(1226136427, 545421.6153812776, 4601103.575756485)
(1226136448, 545824.6248539458, 4601693.48712344)
(1226136496, 545551.7948059205, 4601049.407143601)
(1226136642, 546061.2015107542, 4601691.52158931)
(1226136662, 546006.1296777304, 4601705.525097553)
(1226136753, 546106.6729227281, 4601687.149551619)
(1226136803, 545344.2069384963, 4601099.346380169)
(1226136871, 546107.7687785418, 4601698.314643108)
(1226136976, 546262.1383948609, 4601695.119180754)
(1226137013, 546071.7009367575, 4601678.243487578)
(1226137044, 546084.2304387112, 4601715.1730704345)
(1226137118, 545879.6179537645, 4600995.53135228)
(1226137140, 546099.8848154177, 4601692.479725931)
(1226137308, 546095.5829456259, 4601683.259263383)
(1226137323, 546080.1606025202, 4601676.210342363)
(1226137408, 545896.1367836989, 4601004.818411538)
(1226137470, 546065.8170840137, 4601709.059855702)
(1226137619, 545930.3624359606, 4601703.875599107)
(1226137644, 546061.1960686732, 4601700.192653997)
(1226137685, 545515.7949675822, 4601070.596318512)
(1226137723, 546137.2190796499, 4601686.656863226)
(1226137789, 546296.1596143462, 4601698.824060384)
(1226137913, 545488.4935176361, 4601082.436761097)
(1226137927, 545844.684755052, 4601699.021766086)
(1226138009, 546290.8572487922, 4601688.331351899)
(1226138058, 546192.8906629091, 4601694.907735946)
(1226138063, 546245.6692411237, 4601165.565620145)
(1226138124, 545400.9312468965, 4601105.477089026)
(1226138173, 546122.473585775, 4601696.310440389)
(1226138179, 546088.6708679217, 4601677.996811711)
(1236401628, 546231.6846234619, 4602496.59581733)
(1236401789, 546269.6523847842, 4602422.718957056)
(1236401933, 546278.4443301472, 4602403.889990126)
(1236401970, 546289.5954495105, 4602342.331282302)
(229722424, 545843.3538774634, 4598557.186682824)
(229722425, 545815.344173899, 4598564.702606992)
(229722429, 545686.4603376827, 4598559.78764045)
(229722432, 545645.1534996866, 4598558.149206238)
(229722435, 545618.1834000554, 4598553.015633199)
(229722439, 545595.0776693815, 4598539.63524938)
(229722442, 545574.632221703, 4598514.492017055)
(229722446, 545470.467906163, 4598325.236112056)
(1214693733, 546310.3963182386, 4599390.829633907)
(1214693738, 546168.1913324171, 4599312.854452012)
(1214693749, 546106.0259333914, 4599286.776278795)
(1214693751, 546006.7738932362, 4599181.300826973)
(1214693753, 546052.1535703075, 4599212.022700711)
(1214696152, 546163.462631346, 4599274.997868809)
(1214724144, 546027.8427148683, 4599385.14435712)
(1214724145, 545685.9688028168, 4599108.381328345)
(1214724146, 545479.820034867, 4599157.893444732)
(1214724149, 546088.5700290846, 4599405.1506931055)
(1214724154, 545632.1064351966, 4599133.897776715)
(1214724155, 545974.1714699506, 4599382.137100392)
(1214724158, 546253.0862875661, 4599427.1553594675)
(1214724160, 545710.1945363497, 4599098.73144696)
(1214724161, 545787.7143104023, 4599151.816183655)
(1214724162, 545837.21046359, 4599318.402081139)
(1214724164, 545904.0691924457, 4599359.396298339)
(1214724166, 545650.4450666094, 4599135.790331965)
(1214724167, 545739.633651239, 4599112.729769031)
(1214724169, 546150.1952083735, 4599424.2639929)
(1214724170, 545755.1704449756, 4599132.890637176)
(1214724171, 545538.8281305563, 4599096.747144651)
(1214724173, 545756.9039924224, 4599144.93676396)
(1214724177, 545556.7417369569, 4599094.639872511)
(1214724178, 545724.9409482791, 4599101.500707919)
(1214724180, 545799.2507644126, 4599166.156222993)
(1225451965, 546024.0795083764, 4599135.946540699)
(1225451966, 546042.0701887219, 4599085.234159003)
(1225451968, 545860.5037580916, 4599105.259938969)
(1225451969, 545772.3827411414, 4599100.680548088)
(1225451970, 545961.9676442236, 4599157.388744229)
(1225451971, 545838.7521381241, 4599183.5718776975)
(1225451978, 545784.0239347189, 4599099.866301512)
(1225451980, 545855.5811331721, 4599059.586194911)
(1225451981, 545751.7846504054, 4599102.559292649)
(1225451982, 545800.8088403692, 4599098.1854617195)
(1225451984, 545770.2901995105, 4599042.723269746)
(1225451986, 545813.2865758754, 4599226.876256991)
(1225451991, 545857.4003902366, 4599063.383727558)
(1225451993, 545851.817473352, 4599099.187102398)
(1225451995, 545878.0224559793, 4599094.4465828985)
(1225451997, 545766.0164950837, 4599045.815930702)
(1225451998, 545920.7295732786, 4599133.721733321)
(1225452000, 545848.254451532, 4599041.708946385)
(1225452001, 545912.2798942352, 4599125.87392831)
(1225452003, 545819.9636617887, 4599041.251442039)
(1225452014, 546015.1132422141, 4599172.438756409)
(1225452017, 545899.6715334258, 4599103.055662942)
(1225452020, 545848.1753067673, 4599143.296406004)
(1225452021, 545842.855453605, 4599030.25011658)
(1225452023, 545845.9984218942, 4599098.694875193)
(1225452025, 545757.0682381868, 4599080.976258476)
(1225452027, 545824.7585183614, 4599096.5613223985)
(1225452034, 545825.421423079, 4599098.563989662)
(1225452035, 546034.94756134, 4599044.631172244)
(1225452036, 545827.102353057, 4599221.16859878)
(1225452037, 545863.151569135, 4599075.85513939)
(1225496292, 546130.3584527613, 4599341.22333736)
(1225496318, 546182.6356678584, 4599352.249941742)
(1225496363, 546096.2041126033, 4599329.191676505)
(1225496365, 546284.4244625994, 4599352.903068408)
(1225496372, 546253.5544423168, 4599352.926889808)
(1225520450, 546021.8447859401, 4598992.165827044)
(1225520452, 545105.7368980242, 4598767.265815316)
(1225520453, 545147.2648047956, 4599138.193639114)
(1225520454, 545284.4862274746, 4599126.131373301)
(1225520455, 545440.5352883807, 4599108.616960236)
(1225520457, 545178.3782532217, 4598636.433909775)
(1225520459, 545289.0108702212, 4598512.302999939)
(1225520460, 545846.9172810992, 4598954.268188836)
(1225520461, 545405.7612907909, 4599153.54052817)
(1225520462, 545122.4849977331, 4598700.94447633)
(1225520463, 546067.5366793391, 4598949.435542373)
(1225520464, 545841.2365142945, 4599002.8277250705)
(1225520467, 546046.8227197757, 4598969.365393985)
(1225520474, 545142.41493153, 4598555.515695116)
(1225520475, 545657.4701482336, 4599015.705734912)
(1225520476, 545327.9127043601, 4599051.518060988)
(1225520477, 545176.8181871726, 4598599.197493302)
(1225520479, 545132.3031351651, 4598740.908293872)
(1225520481, 545155.426237724, 4598657.018410828)
(1225520482, 545141.4605484309, 4599100.719664434)
(1225520488, 545082.9572391253, 4598439.011563131)
(1225520490, 545165.0304011788, 4599195.593846751)
(1225520491, 545135.1369811876, 4599146.144768444)
(1225520493, 545141.8444125759, 4599125.99134645)
(1225520495, 545110.6916798495, 4598511.406744392)
(1225520497, 545173.4920639556, 4598665.380772723)
(1225520498, 545457.2007810669, 4599161.5477745375)
(1225520501, 545952.0174443208, 4598995.062076765)
(1225520502, 545735.6839063563, 4599102.901185206)
(1225520503, 545151.0238721377, 4599181.239361666)
(1225520504, 545158.970158866, 4598698.497303087)
(1225520505, 545277.19943775, 4598967.608553309)
(1225520506, 545986.7624426578, 4599020.69736717)
(1225520513, 545454.2867066304, 4599127.644556465)
(1225520515, 545355.7342282853, 4599145.076235754)
(1225520516, 545266.7910558339, 4598559.637645121)
(1225520517, 545304.4443094064, 4599046.907274362)
(1225520518, 545292.085697144, 4598522.125818232)
(1225520520, 545351.8610803968, 4599050.103288862)
(1225520521, 545951.0758223396, 4599024.999543136)
(1225520522, 545151.1231731628, 4598414.46878052)
(1225520531, 545219.703330946, 4599109.681440345)
(1225520532, 545654.7991997662, 4598977.795967627)
(1225520533, 545135.8699397552, 4598706.823790255)
(1225520534, 545118.1159229488, 4598683.308579255)
(1225520535, 545664.54124942, 4599064.779200459)
(1225520536, 545308.7055772012, 4599009.94054733)
(1225520537, 545247.6409557805, 4599114.530962837)
(1225520542, 545417.6392227623, 4599156.168958639)
(1225520544, 545185.5358743945, 4598529.928223142)
(1225520546, 545370.0145307591, 4599052.304830687)
(1225520549, 545190.52581733, 4598519.045766017)
(1225520551, 545101.8248444685, 4598963.16695823)
(1225520554, 545145.9002507178, 4598712.904164021)
(1225520560, 545179.6897605447, 4599140.406416279)
(1225520561, 545291.542811902, 4598536.833202517)
(1225520563, 545471.6882924723, 4599159.074503593)
(1225520564, 545132.3958495923, 4599083.054329705)
(1225520565, 545104.2110261113, 4598868.455447147)
(1225520566, 545117.3277768167, 4598738.582927053)
(1225520567, 545143.6317109487, 4599110.980868135)
(1225520573, 546015.5970798425, 4598919.015894872)
(1225520574, 545149.0431208583, 4598675.930365125)
(1225520576, 545661.9839951706, 4599044.478719382)
(1225520577, 545169.7410851233, 4599121.403189719)
(1225520578, 546036.4788193727, 4599012.543590325)
(1225520579, 545847.023581596, 4598937.55959204)
(1225520590, 545213.3339186328, 4598877.832503252)
(1225520591, 545193.3507887791, 4598853.403804283)
(1225520592, 545098.932689381, 4598924.145808657)
(1225520594, 545175.5975513881, 4598687.465715367)
(1225520595, 545195.720284266, 4599117.9910809025)
(1225520597, 546119.702657513, 4598978.302668893)
(1225520598, 546042.4774632031, 4598984.936659227)
(1225520599, 545370.2210755036, 4599047.321109361)
(1225520613, 545164.0115828293, 4598821.799826777)
(1225520614, 545243.5028186244, 4598561.945064759)
(1225520615, 545153.1299938263, 4599129.992337426)
(1225520617, 545164.6161458631, 4598546.961540511)
(1225520619, 545670.1012607621, 4599120.626732209)
(1225520621, 545185.2983172542, 4598567.819516642)
(1225520624, 545838.0511288097, 4598905.627218866)
(1225520625, 545128.3554376777, 4598549.410100922)
(1225520627, 545180.9555626744, 4599116.788242208)
(1225520628, 545124.6488982566, 4599069.405259218)
(1225520629, 545166.4555816451, 4598682.057017153)
(1225520630, 545134.6261101171, 4599013.300231708)
(1225520631, 545902.583787522, 4599030.852383451)
(1225520633, 545140.3501103966, 4598777.2971359)
(1225520634, 545662.502213134, 4599103.54733074)
(1225520635, 545951.2151592921, 4599016.229448212)
(1225520636, 545133.0909465528, 4598757.633574217)
(1225520637, 545297.4324320668, 4598988.019964909)
(1225520640, 545199.2177289675, 4598560.334901807)
(1225520641, 545178.9002512784, 4598659.619174977)
(1225520642, 545257.1439164764, 4598954.781318831)
(1225520643, 545143.5386536247, 4598697.068326323)
(1225520644, 545139.0979380828, 4598548.3671248965)
(1225520645, 545186.5103779474, 4599123.506775042)
(1225520646, 545282.5223024836, 4598547.923419441)
(1225520647, 545178.2687555202, 4598582.042142709)
(1225520649, 545215.1139759826, 4598558.203010939)
(1225520652, 545998.21189478, 4599014.6640603645)
(1225520659, 545762.6964589588, 4599146.983102091)
(1225520660, 545243.44340893, 4598928.837582305)
(1225520661, 545163.0814702096, 4598541.600525841)
(1225520662, 545399.9873190386, 4599045.276978957)
(1234641672, 546192.8586503607, 4599739.10524878)
(1234641673, 546254.9377865341, 4599848.108503361)
(1234641675, 546147.0385376157, 4599805.104809173)
(1234641681, 546235.3781487668, 4599593.60179589)
(1234641686, 546089.8736955421, 4599596.433284636)
(1234641691, 546086.5988399736, 4599701.575450304)
(1234641692, 546220.6977297128, 4599541.725420459)
(1234641693, 545942.0104320127, 4599914.253462614)
(1234641695, 546172.7501789476, 4599541.207044106)
(1234641698, 546123.88289, 4599481.106959806)
(1234641702, 546085.7122848006, 4599636.764340384)
