20371
(591663609, 591663613)
(698831353, 698815595)
(1236746097, 1236746057)
(1207584942, 1207584996)
(410197577, 410197576)
(365407056, 365407016)
(275960146, 365407377)
(242645871, 242645537)
(1300547763, 232375138)
(913324693, 913324612)
(410114850, 410114851)
(26270764, 213758545)
(1215928857, 1227805300)
(242708351, 242708341)
(940346682, 1236401996)
(275972518, 275972517)
(1284094374, 1284094373)
(512540025, 512540010)
(1243093587, 1243093663)
(512536224, 512536225)
(1109164878, 1109164957)
(506720617, 506720623)
(482712908, 482712909)
(494856868, 494856879)
(1089046790, 1089046794)
(494892242, 494892251)
(1235837401, 1235837395)
(494858182, 494858110)
(1106483847, 1106483749)
(513898732, 513898737)
(1109164924, 1109164250)
(775308456, 775308454)
(775308461, 775308459)
(1225520479, 1225520636)
(1243093590, 1243093620)
(1237236931, 1237237017)
(305776524, 305776526)
(365409385, 365410210)
(673845200, 673845181)
(913256212, 913256736)
(218621335, 218621332)
(512540029, 512540033)
(275952370, 275952371)
(343676599, 343676621)
(1236401709, 1236401781)
(722797627, 722797629)
(254120465, 254120466)
(1260170775, 1260170771)
(1237076751, 1237076726)
(512516502, 1234653593)
(512516585, 512516589)
(512536310, 512536312)
(450543342, 450543333)
(488558189, 488558190)
(697309976, 697309926)
(26267245, 26267246)
(1236746074, 1236745975)
(699018290, 699017509)
(410070637, 410070638)
(1236745863, 1236745732)
(914277472, 914277414)
(1235389146, 699017736)
(1239875913, 410163211)
(1226138204, 1226137825)
(1283045242, 1283045233)
(1236196589, 1236196435)
(1224442959, 1224442995)
(210613571, 210613572)
(242971971, 242971972)
(1229497999, 1229497744)
(218631491, 218631492)
(502764590, 1310125553)
(513898737, 513898739)
(513898782, 513898784)
(1224442976, 1224442873)
(1244222637, 1244222628)
(494892735, 494892741)
(1239706521, 1239706585)
(699016655, 699017707)
(1236746033, 1236746005)
(1290776348, 1290776404)
(1089042505, 1089043710)
(513898793, 513898796)
(697310018, 695409882)
(1225520534, 1225520574)
(213270954, 253986655)
(242543315, 242543314)
(241936446, 241935770)
(1243012640, 1243012666)
(1250119272, 1250119383)
(545384393, 545384399)
(1227805198, 1227805310)
(242199883, 242200361)
(913256088, 913256676)
(1244205843, 1244205893)
(1089125430, 1089125422)
(1236565596, 1236565519)
(1143824787, 1143824793)
(1215928872, 1224442994)
(699018156, 1235389182)
(1227805375, 1227805177)
(1143811798, 1143811686)
(1251308536, 1251308502)
(252931671, 26122054)
(689391981, 689391988)
(698827492, 698815649)
(1239706720, 1239706685)
(1235346208, 1235346179)
(26270165, 26270163)
(288226170, 288226168)
(1234666540, 1234666242)
(1202331572, 1202330636)
(26270676, 26270678)
(263370712, 263370716)
(1234666230, 1234666380)
(1207585004, 1207584999)
(673845203, 673845201)
(254113005, 254113007)
(354969909, 354969911)
(591663605, 591663607)
(1236565592, 1236565702)
(227036049, 224602549)
(1251308086, 1251308137)
(231906114, 231906115)
(232348482, 232348483)
(263568194, 263568195)
(1243093593, 1243093620)
(697309995, 697309944)
(1202331553, 1202330685)
(269592386, 269592387)
(262728275, 262728276)
(1202330586, 262731180)
(244045139, 244045140)
(1286945872, 1286945868)
(1234666469, 1234666205)
(1236745882, 1236745845)
(229406790, 229406792)
(1236401609, 1236401953)
(226450948, 226450950)
(26270597, 26270599)
(492098553, 492098554)
(263568185, 263568186)
(264344569, 264344570)
(490809167, 490809192)
(242145156, 242145155)
(226216060, 226216059)
(518783195, 518783202)
(232364963, 232367076)
(263371807, 263371809)
(365405215, 365405217)
(591663512, 591663518)
(1108139600, 262730021)
(494857960, 494857965)
(232363581, 232363582)
(1106896085, 1106896073)
(1290776351, 1290776333)
(26262702, 26262703)
(409460962, 409460963)
(242110110, 242110111)
(275952338, 275952339)
(1283012845, 1283012840)
(945708363, 945705839)
(245549778, 245549779)
(26131553, 263371819)
(243048287, 243048288)
(410079231, 410079232)
(242649087, 242649088)
(305964313, 305964311)
(242644529, 242644530)
(410116095, 410116096)
(494857339, 494857345)
(1142066988, 1142067380)
(232367046, 232370653)
(26270581, 26270587)
(699017169, 699018332)
(224576344, 224576347)
(515018469, 515018471)
(518783205, 518783207)
(674001599, 698818668)
(1244210692, 1244210701)
(1251308491, 1251308535)
(546319734, 546319740)
(1229497721, 1229498005)
(1243093660, 1243093626)
(1241460822, 1241184511)
(232385122, 232385124)
(1235837394, 1235837396)
(563094987, 563094989)
(913256192, 913256726)
(1241464340, 1241464342)
(235529608, 235529602)
(254077371, 319291768)
(699016932, 699017714)
(1235091623, 1235091590)
(1236703777, 1236703802)
(1194015356, 1194015357)
(913324663, 913324567)
(1215928852, 1215928811)
(1195883156, 1195883168)
(241675561, 241675562)
(242543326, 242543325)
(262732220, 485961346)
(410114857, 410114858)
(224572030, 224572031)
(1229498209, 1229497897)
(211311468, 211311467)
(224568297, 224568298)
(1244225064, 1244225073)
(1109164508, 1109164954)
(1207221862, 1215966705)
(361091296, 1241968733)
(244035507, 244035508)
(1202331212, 591663459)
(26267387, 26267389)
(1229497719, 1229497874)
(699018366, 699017069)
(1310125545, 697309984)
(365407019, 365407020)
(252927332, 26261953)
(215729926, 215729928)
(1215944281, 1215944284)
(1224443034, 1224442973)
(699017846, 699017039)
(776338444, 776338451)
(1251308134, 1251308212)
(1236401820, 1236401755)
(1241255597, 1241255443)
(1202330646, 1202331563)
(361091080, 226616390)
(354972957, 899105188)
(343668304, 242554104)
(591663499, 591663503)
