3134
(1149024625, 1173425064)
(1321544508, 1321544348)
(1308679578, 1308679580)
(1194804867, 1194804885)
(278730280, 278730281)
(1173452752, 1174116982)
(1187087927, 1187087907)
(1173452833, 1173452841)
(1187542812, 1187542810)
(1173494091, 1173494099)
(1187121674, 1187121672)
(1174116482, 1174117267)
(1113220458, 1113220427)
(278730284, 278730285)
(1167369752, 1167369755)
(1174124536, 1173487097)
(1173452887, 1173452794)
(1158156449, 1158156427)
(1186511138, 1174120913)
(1308678995, 1308678997)
(1179851693, 1179851691)
(1186511102, 1188391430)
(1173487062, 1173486836)
(1113220302, 1113220459)
(1113220417, 1113220281)
(1174120954, 1174120956)
(1113220461, 1113220304)
(1167369732, 1167369744)
(1187086355, 1194803513)
(1187070117, 1158156610)
(1321544100, 1321544043)
(1194766751, 1194766758)
(1174116931, 1174117196)
(1159931401, 1174116916)
(1173452821, 1173452763)
(269567669, 269567670)
(1174116964, 1174116933)
(1173425086, 1173425172)
(445088886, 1160057006)
(1183630329, 1183630458)
(1104540818, 1104540218)
(1321544130, 1321544589)
(1299524334, 1299524303)
(1160107524, 1160107513)
(1179851696, 1179851695)
(1187086263, 1187086298)
(1149039182, 1159931510)
(1173452910, 1173452924)
(1155513047, 1193124746)
(1194803525, 1194803526)
(1183630430, 1183630403)
(1187130566, 1155459233)
(1187121677, 1187121690)
(1174116610, 1174116564)
(1194803386, 1194803497)
(1187136622, 1189052408)
(1159931506, 1159931485)
(1173486871, 1173486798)
(1187130556, 1187130542)
(1194803385, 1187086287)
(1187136623, 1187136622)
(1321544494, 1321544098)
(1193624365, 1193624364)
(1183630403, 1183630348)
(1191393737, 1191393743)
(1187139238, 1187139221)
(1149024611, 1188232562)
(1158156552, 1158156550)
(1103651721, 1103651653)
(1321544130, 1321544305)
(1173440030, 1173440076)
(1159066073, 1159066077)
(1183630363, 1183630324)
(1167369738, 1167369732)
(1183630460, 1183630384)
(1183721322, 1183721287)
(1174116433, 1174116938)
(1173439983, 1173440097)
(1187121700, 1187121687)
(1173486994, 1173486653)
(1183623238, 1183623225)
(1194803365, 1194803456)
(1191507764, 1191507730)
(1191393774, 1191393716)
(1174124481, 1174124555)
(1173452989, 1173452954)
(1318750834, 1318750804)
(1321544651, 1321544102)
(1191453546, 1191453570)
(1174116828, 1174116869)
(449822826, 1183621566)
(1167369733, 1167369738)
(1174117156, 1174116710)
(1159958272, 1159958318)
(1187121695, 1187121678)
(449815982, 449815986)
(1187130579, 1187130587)
(1159931517, 1159931520)
(1158164548, 1187087920)
(1173457690, 1173457698)
(1174116879, 1174116648)
(278486916, 278486915)
(1173444089, 1173444060)
(1318750821, 1318750820)
(1321544420, 1321544487)
(1183684152, 1183684103)
(1187139223, 1187139260)
(1103651804, 1103651670)
(1187086281, 1187086140)
(1160057011, 1113220271)
(1173440014, 1173440026)
(1308678994, 1308678995)
(1187086287, 1187086291)
(1174117334, 1174116449)
(1183701899, 1173440057)
(1187087922, 1187087914)
(1173444029, 1173444006)
(1191453622, 1191453635)
(1174124592, 1174124550)
(1159931365, 1159931370)
(1173424938, 1173425092)
(1149039187, 1149039197)
(1191453561, 1191453637)
(449815896, 449815899)
(278486919, 278486918)
(1174116465, 1174117291)
(1159958245, 1159958247)
(1158156650, 1158156658)
(278970276, 278971117)
(1321544162, 1321544406)
(1189510574, 1189510581)
(1321544403, 1321544416)
(1187136596, 1187136594)
(1183652011, 1183652018)
(1173444091, 1173444067)
(278486915, 278486914)
(1191507764, 1187119116)
(1174116562, 1174117091)
(449815940, 449815941)
(1187136618, 1187136621)
(1194803353, 1194803366)
(1160057029, 1160057045)
(278486927, 278486926)
(1173486878, 1173486840)
(1166036859, 1166036861)
(1167369727, 1321544070)
(1178253299, 1174116585)
(1187130575, 1187130584)
(1189056711, 1187136629)
(1166043422, 1166043413)
(1174116496, 1174116521)
(1187136625, 1187136586)
(1321544367, 1321544510)
(1159931587, 1159931329)
(1193130429, 1193130431)
(1194760991, 1194760976)
(1183630346, 1183630409)
(1191453538, 1191453629)
(1299524307, 1299524329)
(1187130545, 1155459251)
(1191393751, 1191393841)
(1174117196, 1174117114)
(875811101, 875811007)
