6193
(26023630, 40.6532111, -8.0340858)
(26023632, 40.6535496, -8.0318247)
(26023634, 40.6541216, -8.0295811)
(26023638, 40.6548305, -8.0251261)
(26023640, 40.6547071, -8.022646)
(26023642, 40.6550099, -8.0209306)
(26023644, 40.6556985, -8.019338)
(26023646, 40.6568935, -8.0175789)
(26023648, 40.6583613, -8.0154633)
(26023650, 40.6592163, -8.0141397)
(26023652, 40.659823, -8.0123321)
(26023654, 40.6599937, -8.0105969)
(26023656, 40.6601077, -8.0085834)
(26023658, 40.6605785, -8.0064426)
(26023660, 40.6615498, -8.0052988)
(24959294, 40.6954056, -7.9616153)
(24959296, 40.6942702, -7.9629387)
(24959297, 40.6921181, -7.9645308)
(24959312, 40.6920599, -7.9644026)
(24959313, 40.6941886, -7.9628054)
(24959314, 40.6952871, -7.9615181)
(601033445, 40.6948941, -7.9622692)
(601033446, 40.6947677, -7.9621866)
(601033718, 40.6931413, -7.9639143)
(601033731, 40.693069, -7.9637824)
(603942462, 40.7264943, -7.9940453)
(603942486, 40.7315112, -7.9961354)
(603942492, 40.73185, -7.9962)
(603942498, 40.7328695, -7.9960454)
(603942519, 40.73327, -7.99616)
(603942891, 40.7211157, -7.9915828)
(603942893, 40.7213104, -7.991844)
(603942894, 40.7215177, -7.9919699)
(603942895, 40.7252523, -7.9935215)
(603942913, 40.7183066, -7.9832862)
(603942914, 40.7193407, -7.9845209)
(603942915, 40.7196411, -7.985156)
(603942916, 40.7202402, -7.9878307)
(603942917, 40.7135005, -7.960001)
(603942919, 40.7143365, -7.9613676)
(603942922, 40.7145155, -7.9618062)
(603942925, 40.7145775, -7.9620518)
(603942929, 40.7150527, -7.9646824)
(603942930, 40.7152547, -7.9660911)
(603942931, 40.7152648, -7.9665318)
(603942933, 40.7151036, -7.9683725)
(603942936, 40.7150306, -7.9691388)
(603942939, 40.7149363, -7.9698315)
(603942942, 40.7149786, -7.9703255)
(603942944, 40.7150129, -7.9706793)
(603942945, 40.7151316, -7.9727664)
(603942949, 40.71451, -7.97732)
(603942950, 40.7145292, -7.978495)
(603942953, 40.7146718, -7.9786731)
(603942961, 40.7164584, -7.9801624)
(603942968, 40.7168351, -7.9806801)
(603942976, 40.7169382, -7.9813773)
(603942982, 40.717192, -7.981963)
(603942995, 40.7181923, -7.9831548)
(603943017, 40.7119, -7.95547)
(603943027, 40.7128643, -7.9588134)
(603943093, 40.7082641, -7.950608)
(603943101, 40.70902, -7.9514)
