3294
(26018641, 40.5857447, -8.5601989)
(26018644, 40.5827538, -8.5605693)
(26018646, 40.5819281, -8.5607924)
(26018648, 40.5781296, -8.5618505)
(26018650, 40.5766277, -8.5618812)
(26018652, 40.573359, -8.5611055)
(26018663, 40.5712471, -8.5605593)
(26018669, 40.5674543, -8.5606717)
(26018671, 40.5684211, -8.5603021)
(26018673, 40.5652415, -8.5610712)
(26058949, 40.5783185, -8.6043016)
(26058950, 40.5739559, -8.6006549)
(26058951, 40.5695659, -8.5974179)
(26058952, 40.5654431, -8.5938473)
(26058953, 40.5639612, -8.591707)
(26058954, 40.5629139, -8.5895854)
(26058955, 40.5620365, -8.5869258)
(26058956, 40.5604561, -8.577139)
(26058957, 40.5586074, -8.5700601)
(403618076, 40.578296, -8.6060733)
(457553806, 40.5825546, -8.5904306)
(457553807, 40.5786883, -8.581668)
(457553808, 40.5729167, -8.5750705)
(457553810, 40.5709311, -8.5726856)
(457553811, 40.5668648, -8.5653677)
(457553812, 40.5661013, -8.5645287)
(457553813, 40.5646811, -8.5637743)
(503706140, 40.5688251, -8.5602153)
(503706141, 40.5692343, -8.5599911)
(503706142, 40.5694082, -8.5598001)
(503706143, 40.5698223, -8.5591438)
(503706144, 40.5700311, -8.55894)
(503706145, 40.5702129, -8.5588796)
(503706146, 40.570705, -8.5591653)
(503706147, 40.5707717, -8.5593735)
(503706148, 40.5708015, -8.5596547)
(503706149, 40.5706168, -8.5627134)
(503706150, 40.5706289, -8.5628781)
(503706152, 40.5705113, -8.5648276)
(503706153, 40.5704461, -8.5659356)
(503706154, 40.5703794, -8.5666213)
(503706155, 40.5701442, -8.5673769)
(503706156, 40.5698525, -8.56786)
(503706157, 40.5695803, -8.5682243)
(530789057, 40.5801608, -8.5849664)
(530789058, 40.5791658, -8.5826565)
(530789059, 40.5789016, -8.5820609)
(719013643, 40.5693089, -8.5686115)
(719013678, 40.5691745, -8.5695743)
(719013701, 40.5693158, -8.5684303)
(719013708, 40.5694754, -8.5682173)
(719013714, 40.5697607, -8.5678081)
(719013717, 40.5700768, -8.5672975)
(719013724, 40.5702921, -8.5666007)
(719013731, 40.5703837, -8.5657596)
(719013735, 40.570407, -8.5648645)
(719013740, 40.5704736, -8.5638735)
(719013762, 40.5705364, -8.5629109)
(719013772, 40.5703961, -8.561379)
(719013779, 40.5702145, -8.5610826)
(719013787, 40.5684376, -8.5604825)
(719014070, 40.5688207, -8.5689414)
(1032260644, 40.5707989, -8.5618562)
(1032260646, 40.5707479, -8.5596532)
(1032260650, 40.5697566, -8.560731)
(1032260658, 40.5699461, -8.5600396)
(1032260679, 40.5698343, -8.5598659)
(1032260685, 40.570067, -8.5601487)
(1032260690, 40.5690469, -8.5601206)
(1032260694, 40.5706526, -8.5592069)
(1032260702, 40.5706894, -8.5607965)
(1032260705, 40.5702394, -8.5602163)
(1032260714, 40.5726711, -8.5610051)
(1032260719, 40.5703638, -8.5589602)
(1032260725, 40.5720592, -8.560986)
(1032260727, 40.5713766, -8.56115)
(1032260736, 40.5711644, -8.5612996)
(1032260741, 40.5704986, -8.5616713)
(1032260758, 40.5707412, -8.5599408)
(1032260764, 40.5700619, -8.5590082)
(1074045086, 40.5699857, -8.5725387)
(1074045091, 40.5696451, -8.5723626)
(1074045093, 40.5716359, -8.5737525)
(1074045095, 40.5695688, -8.5722804)
(1074045106, 40.5695629, -8.5721864)
(1074045111, 40.5702351, -8.5729315)
(1074045113, 40.5702515, -8.5727605)
(1074045115, 40.5702339, -8.5726947)
(1074045116, 40.5701675, -8.5726356)
(1074045118, 40.5704261, -8.5732258)
(1074045130, 40.5702308, -8.5731151)
